Elapsed time,AECG1,AECG2,AECG3,AECG4
'0:08.557',23.8,11.4,-9.1,5.2
'0:08.558',22.7,10.5,-8.8,4.7
'0:08.559',21.5,9.6,-8.4,4.2
'0:08.560',20.3,8.8,-8.1,3.8
'0:08.561',19,7.8,-7.8,3.4
'0:08.562',17.7,6.8,-7.6,3
'0:08.563',16.6,5.8,-7.4,2.8
'0:08.564',15.6,4.7,-7.3,2.5
'0:08.565',14.8,3.7,-7.1,2.3
'0:08.566',14,2.7,-7,2.1
'0:08.567',13.2,1.8,-6.9,2
'0:08.568',12.3,1.1,-6.7,1.8
'0:08.569',11.5,0.4,-6.5,1.8
'0:08.570',10.7,-0.1,-6.1,1.7
'0:08.571',10,-0.6,-5.8,1.7
'0:08.572',9.1,-0.9,-5.3,1.7
'0:08.573',7.9,-1,-4.9,1.6
'0:08.574',6.5,-1,-4.4,1.5
'0:08.575',5,-0.9,-4,1.4
'0:08.576',3.8,-0.6,-3.6,1.4
'0:08.577',2.8,-0.3,-3.3,1.3
'0:08.578',2,0,-3,1.2
'0:08.579',1.3,0.4,-2.8,1.1
'0:08.580',0.7,0.8,-2.7,1
'0:08.581',0.4,1.2,-2.5,1
'0:08.582',0.5,1.5,-2.3,0.9
'0:08.583',0.9,1.7,-2.2,0.7
'0:08.584',1.5,1.9,-2,0.5
'0:08.585',2.1,2,-1.9,0.3
'0:08.586',2.7,2,-1.7,0.1
'0:08.587',3.4,2.1,-1.4,0
'0:08.588',4.1,2,-1,-0.1
'0:08.589',4.9,1.9,-0.6,0
'0:08.590',5.7,1.6,-0.3,0.1
'0:08.591',6.3,1.3,-0.1,0.2
'0:08.592',6.6,0.9,0.1,0.4
'0:08.593',6.7,0.4,0.3,0.5
'0:08.594',6.6,0,0.5,0.7
'0:08.595',6.4,-0.5,0.6,0.9
'0:08.596',6,-1,0.6,1
'0:08.597',5.4,-1.2,0.4,1.1
'0:08.598',4.7,-1.3,0.2,1.1
'0:08.599',3.9,-1.3,0,1.1
'0:08.600',2.8,-1.2,-0.3,1.1
'0:08.601',1.8,-1.2,-0.6,1.1
'0:08.602',0.9,-1.3,-1,1.1
'0:08.603',0.1,-1.5,-1.6,1.1
'0:08.604',-0.5,-1.6,-2.3,1.1
'0:08.605',-1.1,-1.7,-2.9,1
'0:08.606',-1.7,-1.8,-3.6,0.9
'0:08.607',-2.3,-1.9,-4.1,0.8
'0:08.608',-2.6,-2.2,-4.5,0.6
'0:08.609',-2.7,-2.6,-4.8,0.5
'0:08.610',-2.3,-2.9,-5,0.3
'0:08.611',-1.8,-3.3,-5.1,0.2
'0:08.612',-1.3,-3.5,-4.9,0
'0:08.613',-0.8,-3.7,-4.6,-0.1
'0:08.614',-0.2,-3.7,-4.1,-0.1
'0:08.615',0.3,-3.7,-3.4,-0.1
'0:08.616',1,-3.8,-2.7,-0.2
'0:08.617',1.8,-3.9,-2.1,-0.3
'0:08.618',2.4,-4.1,-1.6,-0.4
'0:08.619',3,-4.4,-1.3,-0.5
'0:08.620',3.4,-4.8,-0.9,-0.7
'0:08.621',3.7,-5.2,-0.6,-0.9
'0:08.622',3.9,-5.6,-0.5,-1.1
'0:08.623',4,-5.9,-0.8,-1.3
'0:08.624',4,-6.3,-1.2,-1.4
'0:08.625',3.9,-6.5,-1.7,-1.5
'0:08.626',3.5,-6.6,-2.2,-1.5
'0:08.627',3,-6.7,-2.6,-1.4
'0:08.628',2.3,-6.7,-2.9,-1.4
'0:08.629',1.6,-6.7,-3.2,-1.4
'0:08.630',0.9,-7,-3.4,-1.4
'0:08.631',0.2,-7.4,-3.6,-1.4
'0:08.632',-0.5,-7.9,-3.7,-1.4
'0:08.633',-1,-8.1,-3.7,-1.4
'0:08.634',-1.5,-8,-3.6,-1.4
'0:08.635',-1.6,-7.7,-3.4,-1.4
'0:08.636',-1.5,-7.5,-3.2,-1.4
'0:08.637',-1.2,-7.4,-3,-1.4
'0:08.638',-0.6,-7.5,-2.9,-1.6
'0:08.639',0.2,-7.5,-2.7,-2
'0:08.640',1.3,-7.2,-2.5,-2.6
'0:08.641',2.5,-6.6,-2.2,-3.5
'0:08.642',3.9,-5.9,-1.9,-4.4
'0:08.643',5.4,-5.2,-1.6,-5.4
'0:08.644',6.7,-4.5,-1.6,-6.4
'0:08.645',7.8,-3.8,-1.8,-7.3
'0:08.646',8.6,-3,-1.9,-8.2
'0:08.647',9.2,-2.2,-1.6,-9
'0:08.648',9.6,-1.4,-1.1,-9.5
'0:08.649',9.9,-0.8,-0.6,-9.6
'0:08.650',10.3,-0.3,-0.7,-9.2
'0:08.651',10.5,0,-1.6,-8.4
'0:08.652',10.4,0.2,-2.9,-7.4
'0:08.653',9.8,0.3,-3.9,-6.4
'0:08.654',8.9,0.1,-4.2,-5.6
'0:08.655',7.5,-0.2,-3.9,-4.8
'0:08.656',6,-0.6,-3.2,-3.9
'0:08.657',4.6,-1.1,-2.6,-2.9
'0:08.658',3.3,-1.7,-2.2,-1.9
'0:08.659',2.2,-2.4,-2,-1.3
'0:08.660',1.6,-3,-1.7,-1
'0:08.661',1.3,-3.6,-1.4,-1.1
'0:08.662',1.3,-4.1,-1.1,-1.3
'0:08.663',1.6,-4.7,-1,-1.4
'0:08.664',1.8,-5.2,-1,-1.3
'0:08.665',2.1,-5.8,-1,-1.4
'0:08.666',2.2,-6.3,-0.8,-1.5
'0:08.667',2.2,-6.8,-0.5,-1.9
'0:08.668',2.2,-7.2,-0.2,-2.2
'0:08.669',2.1,-7.6,0,-2.4
'0:08.670',2,-8,0.2,-2.4
'0:08.671',1.8,-8.3,0.4,-2.5
'0:08.672',1.7,-8.6,0.5,-2.5
'0:08.673',1.5,-8.8,0.6,-2.6
'0:08.674',1.4,-8.8,0.5,-2.7
'0:08.675',1.2,-8.8,0.4,-2.6
'0:08.676',1.1,-8.7,0.1,-2.5
'0:08.677',1.1,-8.7,-0.3,-2.3
'0:08.678',1.1,-8.7,-0.9,-2.2
'0:08.679',1.2,-8.7,-1.6,-2
'0:08.680',1.1,-8.7,-2.3,-1.9
'0:08.681',1.1,-8.6,-2.9,-1.7
'0:08.682',0.9,-8.6,-3.4,-1.6
'0:08.683',0.8,-8.5,-3.9,-1.5
'0:08.684',0.7,-8.5,-4.3,-1.5
'0:08.685',0.6,-8.6,-4.7,-1.6
'0:08.686',0.6,-8.7,-4.8,-1.7
'0:08.687',0.5,-8.8,-4.7,-1.9
'0:08.688',0.5,-8.9,-4.5,-2.2
'0:08.689',0.5,-8.9,-4.1,-2.4
'0:08.690',0.7,-9,-3.9,-2.7
'0:08.691',0.9,-9.2,-3.7,-3
'0:08.692',1.1,-9.4,-3.6,-3.2
'0:08.693',1.4,-9.6,-3.6,-3.5
'0:08.694',1.7,-9.7,-3.5,-3.8
'0:08.695',2.1,-9.9,-3.6,-4
'0:08.696',2.5,-10.1,-3.8,-4.2
'0:08.697',2.9,-10.2,-4.1,-4.3
'0:08.698',3.3,-10.3,-4.3,-4.5
'0:08.699',3.7,-10.3,-4.4,-4.6
'0:08.700',4.1,-10.4,-4.5,-4.7
'0:08.701',4.6,-10.7,-4.6,-4.9
'0:08.702',5,-10.9,-4.6,-5
'0:08.703',5.4,-11.2,-4.6,-5.2
'0:08.704',5.7,-11.4,-4.5,-5.3
'0:08.705',5.9,-11.6,-4.2,-5.4
'0:08.706',6.2,-11.9,-4.1,-5.5
'0:08.707',6.4,-12.2,-4,-5.5
'0:08.708',6.4,-12.5,-3.9,-5.5
'0:08.709',6.3,-12.7,-3.9,-5.5
'0:08.710',5.9,-12.6,-3.9,-5.5
'0:08.711',5.5,-12.5,-4,-5.4
'0:08.712',4.9,-12.2,-4.1,-5.2
'0:08.713',4.5,-11.8,-4.4,-5
'0:08.714',4,-11.5,-4.6,-4.8
'0:08.715',3.4,-11.1,-4.7,-4.6
'0:08.716',2.9,-10.7,-4.8,-4.5
'0:08.717',2.4,-10.2,-4.8,-4.4
'0:08.718',2,-9.8,-4.7,-4.3
'0:08.719',1.7,-9.5,-4.6,-4.3
'0:08.720',1.6,-9.3,-4.3,-4.2
'0:08.721',1.6,-9.2,-4.1,-4.2
'0:08.722',1.7,-9.2,-3.8,-4.4
'0:08.723',1.8,-9.2,-3.7,-4.6
'0:08.724',2.1,-9.3,-3.6,-4.8
'0:08.725',2.4,-9.5,-3.6,-5.1
'0:08.726',2.8,-9.9,-3.6,-5.3
'0:08.727',3.1,-10.3,-3.7,-5.5
'0:08.728',3.4,-10.8,-3.8,-5.8
'0:08.729',3.5,-11.2,-3.9,-6
'0:08.730',3.6,-11.6,-4.1,-6.3
'0:08.731',3.5,-11.9,-4.2,-6.5
'0:08.732',3.6,-12.2,-4.2,-6.6
'0:08.733',3.6,-12.4,-4.2,-6.7
'0:08.734',3.6,-12.6,-4.2,-6.8
'0:08.735',3.7,-12.6,-4.3,-6.8
'0:08.736',3.7,-12.6,-4.4,-6.9
'0:08.737',3.6,-12.7,-4.6,-6.9
'0:08.738',3.6,-12.7,-4.8,-6.9
'0:08.739',3.5,-12.8,-5.2,-6.9
'0:08.740',3.4,-12.8,-5.8,-6.9
'0:08.741',3.3,-12.7,-6.4,-7
'0:08.742',3.3,-12.5,-7.1,-7.1
'0:08.743',3.2,-12.4,-7.7,-7.2
'0:08.744',3.1,-12.3,-8.2,-7.3
'0:08.745',2.9,-12.3,-8.6,-7.4
'0:08.746',2.7,-12.3,-8.9,-7.5
'0:08.747',2.6,-12.4,-9.2,-7.6
'0:08.748',2.7,-12.5,-9.5,-7.7
'0:08.749',3,-12.6,-9.6,-7.7
'0:08.750',3.3,-12.6,-9.4,-7.8
'0:08.751',3.8,-12.7,-8.9,-7.8
'0:08.752',4.3,-12.7,-8.2,-7.8
'0:08.753',5,-12.7,-7.2,-7.9
'0:08.754',5.8,-12.8,-6.3,-7.9
'0:08.755',6.6,-12.9,-5.4,-8
'0:08.756',7.3,-13.1,-4.5,-8.1
'0:08.757',7.6,-13.3,-3.5,-8.1
'0:08.758',7.8,-13.4,-2.5,-8.1
'0:08.759',7.8,-13.4,-1.6,-8.1
'0:08.760',7.8,-13.5,-1,-8.3
'0:08.761',7.8,-13.5,-0.7,-8.4
'0:08.762',7.7,-13.5,-0.6,-8.6
'0:08.763',7.4,-13.5,-0.7,-8.6
'0:08.764',7.1,-13.5,-1,-8.6
'0:08.765',6.7,-13.5,-1.4,-8.7
'0:08.766',6.3,-13.5,-1.9,-8.8
'0:08.767',5.9,-13.5,-2.7,-8.8
'0:08.768',5.5,-13.6,-3.5,-8.8
'0:08.769',5.1,-13.7,-4.4,-8.6
'0:08.770',4.5,-13.9,-5.1,-8.5
'0:08.771',4,-14.1,-5.7,-8.3
'0:08.772',3.5,-14.4,-6,-8.2
'0:08.773',3.1,-14.7,-6.3,-8.2
'0:08.774',2.8,-14.9,-6.5,-8.1
'0:08.775',2.7,-15.1,-6.5,-8
'0:08.776',2.7,-15.3,-6.2,-7.9
'0:08.777',2.6,-15.4,-5.7,-7.8
'0:08.778',2.5,-15.5,-5.1,-7.8
'0:08.779',2.6,-15.7,-4.4,-7.8
'0:08.780',2.7,-15.8,-3.9,-7.8
'0:08.781',2.9,-15.7,-3.3,-7.8
'0:08.782',3.2,-15.6,-2.9,-7.8
'0:08.783',3.4,-15.4,-2.6,-7.8
'0:08.784',3.4,-15.2,-2.3,-7.9
'0:08.785',3.3,-15.2,-2.1,-7.8
'0:08.786',3,-15.2,-2.1,-7.8
'0:08.787',2.7,-15.2,-2,-7.7
'0:08.788',2.3,-15.2,-2.1,-7.7
'0:08.789',2,-15.1,-2.1,-7.6
'0:08.790',1.5,-15,-2.1,-7.6
'0:08.791',1,-15,-2,-7.4
'0:08.792',0.5,-14.9,-1.9,-7.3
'0:08.793',0,-14.8,-1.8,-7.1
'0:08.794',-0.4,-14.7,-1.7,-6.9
'0:08.795',-0.9,-14.6,-1.7,-6.6
'0:08.796',-1.4,-14.4,-1.7,-6.4
'0:08.797',-1.9,-14.2,-1.8,-6.1
'0:08.798',-2.3,-14,-1.9,-5.8
'0:08.799',-2.7,-13.9,-2,-5.6
'0:08.800',-3.2,-13.7,-2.1,-5.4
'0:08.801',-3.7,-13.5,-2.1,-5.2
'0:08.802',-4.3,-13.4,-2.1,-4.9
'0:08.803',-4.9,-13.2,-2,-4.7
'0:08.804',-5.4,-12.9,-1.8,-4.5
'0:08.805',-6,-12.7,-1.5,-4.3
'0:08.806',-6.5,-12.4,-1,-4.1
'0:08.807',-7,-12.1,-0.5,-4
'0:08.808',-7.5,-11.9,0.1,-3.9
'0:08.809',-7.9,-11.7,0.6,-3.8
'0:08.810',-8.3,-11.7,1.1,-3.8
'0:08.811',-8.5,-11.7,1.7,-3.8
'0:08.812',-8.7,-11.6,2.3,-3.8
'0:08.813',-8.9,-11.4,2.9,-3.9
'0:08.814',-9,-11.1,3.4,-3.9
'0:08.815',-9.1,-10.8,3.7,-3.9
'0:08.816',-9.1,-10.5,3.8,-3.8
'0:08.817',-9,-10.3,3.7,-3.8
'0:08.818',-8.6,-9.9,3.6,-3.7
'0:08.819',-8.1,-9.6,3.4,-3.7
'0:08.820',-7.6,-9.2,3.2,-3.6
'0:08.821',-7.1,-8.8,2.8,-3.5
'0:08.822',-6.5,-8.4,2.3,-3.5
'0:08.823',-5.9,-7.9,1.8,-3.3
'0:08.824',-5.4,-7.6,1.3,-3.2
'0:08.825',-4.9,-7.2,1.1,-3.1
'0:08.826',-4.5,-7,1.1,-2.9
'0:08.827',-4.1,-6.8,1.2,-2.8
'0:08.828',-3.7,-6.6,1.5,-2.5
'0:08.829',-3.4,-6.5,1.8,-2.3
'0:08.830',-3.3,-6.3,2.2,-2.1
'0:08.831',-3.4,-6.1,2.8,-1.8
'0:08.832',-3.5,-5.9,3.5,-1.7
'0:08.833',-3.5,-5.8,4.1,-1.6
'0:08.834',-3.1,-5.6,4.6,-1.5
'0:08.835',-2.7,-5.4,4.9,-1.4
'0:08.836',-2.5,-5.2,5.3,-1.3
'0:08.837',-2.9,-4.8,5.5,-1.2
'0:08.838',-3.6,-4.3,5.7,-1.1
'0:08.839',-4.3,-3.9,5.7,-1.1
'0:08.840',-4.6,-3.5,5.4,-1.3
'0:08.841',-4.5,-3.2,5,-1.4
'0:08.842',-4.2,-2.8,4.7,-1.6
'0:08.843',-3.9,-2.6,4.4,-1.7
'0:08.844',-3.8,-2.3,3.8,-1.7
'0:08.845',-3.6,-2.1,2.8,-1.8
'0:08.846',-3.3,-2,1.7,-1.7
'0:08.847',-3,-1.8,1.3,-1.7
'0:08.848',-2.8,-1.7,1.5,-1.6
'0:08.849',-2.6,-1.6,2,-1.5
'0:08.850',-2.5,-1.6,2.1,-1.4
'0:08.851',-2.4,-1.6,1.3,-1.3
'0:08.852',-2.3,-1.5,-0.3,-1.1
'0:08.853',-2.1,-1.5,-1.7,-0.9
'0:08.854',-1.9,-1.4,-2.3,-0.7
'0:08.855',-1.7,-1.3,-2.1,-0.6
'0:08.856',-1.5,-1.2,-1.5,-0.5
'0:08.857',-1.2,-1.2,-1.1,-0.4
'0:08.858',-0.9,-1.1,-0.9,-0.4
'0:08.859',-0.6,-1.2,-0.7,-0.4
'0:08.860',-0.3,-1.2,-0.2,-0.4
'0:08.861',0,-1.1,0.4,-0.3
'0:08.862',0.2,-1,0.9,-0.3
'0:08.863',0.3,-0.9,1.1,-0.3
'0:08.864',0.3,-0.7,1.1,-0.4
'0:08.865',0.3,-0.6,1.2,-0.5
'0:08.866',0.2,-0.5,1.2,-0.7
'0:08.867',0,-0.6,1.3,-0.8
'0:08.868',-0.2,-0.7,1.1,-0.9
'0:08.869',-0.5,-0.7,0.8,-0.9
'0:08.870',-0.9,-0.7,0.5,-0.9
'0:08.871',-1.4,-0.6,0.1,-0.8
'0:08.872',-1.8,-0.4,-0.2,-0.8
'0:08.873',-2.1,-0.3,-0.4,-0.8
'0:08.874',-2.3,-0.2,-0.7,-0.9
'0:08.875',-2.3,-0.2,-0.9,-0.8
'0:08.876',-2.3,-0.2,-1.1,-0.7
'0:08.877',-2.2,-0.1,-1.2,-0.5
'0:08.878',-2,0,-1.1,-0.3
'0:08.879',-1.7,0.1,-1.1,-0.2
'0:08.880',-1.4,0.2,-1,-0.1
'0:08.881',-1,0.2,-0.9,-0.1
'0:08.882',-0.8,0.1,-0.7,-0.1
'0:08.883',-0.7,0,-0.5,-0.2
'0:08.884',-0.5,-0.1,-0.2,-0.2
'0:08.885',-0.5,-0.1,0.1,-0.3
'0:08.886',-0.4,-0.2,0.3,-0.4
'0:08.887',-0.3,-0.3,0.5,-0.5
'0:08.888',-0.3,-0.4,0.4,-0.6
'0:08.889',-0.2,-0.4,0.3,-0.6
'0:08.890',-0.1,-0.3,0.2,-0.7
'0:08.891',0.1,-0.2,0,-0.8
'0:08.892',0.2,0,-0.3,-0.9
'0:08.893',0.3,0.1,-0.6,-1
'0:08.894',0.3,0.1,-0.9,-1.1
'0:08.895',0.3,0.1,-1.3,-1.2
'0:08.896',0.2,0.2,-1.7,-1.3
'0:08.897',0.1,0.3,-2,-1.4
'0:08.898',0,0.5,-2.2,-1.4
'0:08.899',-0.2,0.8,-2.4,-1.4
'0:08.900',-0.5,0.9,-2.6,-1.4
'0:08.901',-0.8,0.8,-2.7,-1.3
'0:08.902',-1,0.7,-2.8,-1.2
'0:08.903',-1.2,0.5,-2.9,-1
'0:08.904',-1.3,0.3,-3,-0.8
'0:08.905',-1.4,0.1,-3,-0.5
'0:08.906',-1.3,-0.1,-3,-0.3
'0:08.907',-1.1,-0.4,-2.8,-0.2
'0:08.908',-0.8,-0.7,-2.5,-0.1
'0:08.909',-0.4,-1,-2.2,-0.1
'0:08.910',0,-1.1,-1.8,0
'0:08.911',0.4,-1.2,-1.5,0.1
'0:08.912',0.7,-1.3,-1.1,0.1
'0:08.913',0.8,-1.3,-0.7,0.1
'0:08.914',1,-1.4,-0.3,0
'0:08.915',1.1,-1.5,0.1,-0.1
'0:08.916',1.2,-1.4,0.5,-0.2
'0:08.917',1.3,-1.3,0.9,-0.4
'0:08.918',1.2,-1,1.2,-0.5
'0:08.919',1,-0.7,1.5,-0.6
'0:08.920',0.8,-0.5,1.8,-0.7
'0:08.921',0.5,-0.3,2.1,-0.7
'0:08.922',0.2,-0.1,2.3,-0.8
'0:08.923',-0.2,0.1,2.3,-0.8
'0:08.924',-0.6,0.3,2.3,-0.8
'0:08.925',-1,0.3,2.1,-0.7
'0:08.926',-1.4,0.3,2,-0.7
'0:08.927',-1.9,0.2,1.9,-0.6
'0:08.928',-2.4,0.1,1.9,-0.5
'0:08.929',-2.7,-0.1,1.8,-0.4
'0:08.930',-2.8,-0.4,1.7,-0.2
'0:08.931',-2.6,-0.7,1.6,0
'0:08.932',-2.3,-0.9,1.5,0.2
'0:08.933',-2.3,-1.1,1.4,0.3
'0:08.934',-2.6,-1.2,1.3,0.3
'0:08.935',-3,-1.1,1,0.4
'0:08.936',-2.9,-1.1,0.6,0.5
'0:08.937',-2.1,-1.2,0.2,0.6
'0:08.938',-0.8,-1.4,-0.2,0.8
'0:08.939',0.4,-1.5,-0.5,0.9
'0:08.940',1.2,-1.6,-0.9,0.9
'0:08.941',1.5,-1.4,-1.2,0.8
'0:08.942',1.6,-1.2,-1.6,0.6
'0:08.943',1.7,-1,-1.8,0.4
'0:08.944',2.1,-0.9,-2,0.2
'0:08.945',2.3,-0.9,-1.9,0
'0:08.946',2.3,-1,-1.8,-0.2
'0:08.947',2.1,-1.2,-1.8,-0.3
'0:08.948',1.8,-1.3,-2,-0.4
'0:08.949',1.7,-1.4,-2.1,-0.5
'0:08.950',1.7,-1.5,-2.1,-0.5
'0:08.951',1.6,-1.5,-1.7,-0.5
'0:08.952',1.5,-1.6,-1,-0.5
'0:08.953',1.3,-1.6,-0.4,-0.4
'0:08.954',1.3,-1.6,0.1,-0.4
'0:08.955',1.3,-1.5,0.3,-0.3
'0:08.956',1.4,-1.4,0.4,-0.2
'0:08.957',1.5,-1.3,0.5,-0.2
'0:08.958',1.5,-1.2,0.8,-0.2
'0:08.959',1.4,-1.1,1,-0.2
'0:08.960',1.4,-1,1.4,-0.2
'0:08.961',1.3,-1,1.6,-0.1
'0:08.962',1.3,-1,1.9,0.1
'0:08.963',1.1,-1.1,2.2,0.2
'0:08.964',1,-1.2,2.5,0.3
'0:08.965',0.8,-1.4,2.8,0.2
'0:08.966',0.5,-1.6,3,0.1
'0:08.967',0.2,-1.7,3.2,0.1
'0:08.968',-0.2,-1.9,3.2,0.2
'0:08.969',-0.5,-2.1,2.9,0.3
'0:08.970',-1,-2.3,2.5,0.4
'0:08.971',-1.5,-2.5,2,0.5
'0:08.972',-1.9,-2.7,1.5,0.6
'0:08.973',-2.3,-2.9,1.1,0.6
'0:08.974',-2.6,-3,0.7,0.6
'0:08.975',-2.8,-3.1,0.3,0.6
'0:08.976',-3,-3.2,-0.1,0.5
'0:08.977',-3.2,-3.3,-0.3,0.4
'0:08.978',-3.4,-3.5,-0.2,0.3
'0:08.979',-3.6,-3.8,0.4,0.2
'0:08.980',-3.6,-4.1,1.1,0.1
'0:08.981',-3.6,-4.3,1.9,0
'0:08.982',-3.5,-4.5,2.6,-0.1
'0:08.983',-3.4,-4.5,3.4,-0.2
'0:08.984',-3.4,-4.6,4.1,-0.3
'0:08.985',-3.5,-4.7,4.9,-0.4
'0:08.986',-3.6,-4.9,5.5,-0.4
'0:08.987',-3.8,-5.1,5.7,-0.5
'0:08.988',-4,-5.2,5.6,-0.7
'0:08.989',-4.3,-5.2,5.2,-0.9
'0:08.990',-4.7,-5.1,4.9,-1
'0:08.991',-5.2,-4.9,4.7,-1.1
'0:08.992',-5.7,-4.8,4.6,-1.1
'0:08.993',-6.2,-4.8,4.5,-1
'0:08.994',-6.6,-4.9,4.2,-0.9
'0:08.995',-7.1,-5.1,4.1,-0.7
'0:08.996',-7.5,-5.2,4.1,-0.6
'0:08.997',-7.9,-5.3,4.2,-0.5
'0:08.998',-8.3,-5.4,4.4,-0.4
'0:08.999',-8.5,-5.6,4.5,-0.3
'0:09.000',-8.8,-5.9,4.5,-0.3
'0:09.001',-9,-6.3,4.6,-0.3
'0:09.002',-9.2,-6.7,4.6,-0.3
'0:09.003',-9.5,-7.1,4.7,-0.3
'0:09.004',-9.7,-7.4,4.8,-0.3
'0:09.005',-10,-7.8,4.8,-0.4
'0:09.006',-10.2,-8,4.8,-0.5
'0:09.007',-10.4,-8.3,4.7,-0.7
'0:09.008',-10.7,-8.5,4.6,-0.9
'0:09.009',-11,-8.6,4.5,-1.3
'0:09.010',-11.3,-8.7,4.4,-1.5
'0:09.011',-11.6,-8.6,4.3,-1.8
'0:09.012',-11.9,-8.5,4.2,-2
'0:09.013',-12.2,-8.4,4.2,-2.2
'0:09.014',-12.5,-8.3,4.1,-2.2
'0:09.015',-12.8,-8.2,4.1,-2.2
'0:09.016',-13.1,-7.9,4.1,-2
'0:09.017',-13.4,-7.6,4,-1.8
'0:09.018',-13.6,-7.1,4,-1.7
'0:09.019',-13.9,-6.7,4.1,-1.5
'0:09.020',-14.1,-6.3,4.1,-1.3
'0:09.021',-14.4,-6.2,4.2,-1.2
'0:09.022',-14.6,-6.1,4.4,-1
'0:09.023',-15,-6.1,4.5,-0.8
'0:09.024',-15.3,-6.2,4.6,-0.5
'0:09.025',-15.6,-6.3,4.6,-0.3
'0:09.026',-15.9,-6.3,4.5,-0.2
'0:09.027',-16,-6.5,4.5,-0.1
'0:09.028',-16.2,-6.9,4.4,0
'0:09.029',-16.4,-7.2,4.3,0.1
'0:09.030',-16.7,-7.4,4.2,0.1
'0:09.031',-16.9,-7.6,4.1,0.1
'0:09.032',-17.1,-7.6,4,-0.1
'0:09.033',-17.3,-7.8,4,-0.5
'0:09.034',-17.5,-8,4.1,-0.9
'0:09.035',-17.7,-8.2,4.5,-1.3
'0:09.036',-17.8,-8.1,4.9,-1.5
'0:09.037',-18,-7.7,5.4,-1.7
'0:09.038',-18.2,-7,6,-1.9
'0:09.039',-18.3,-6.4,6.5,-2.2
'0:09.040',-18.4,-6,7.1,-2.4
'0:09.041',-18.6,-6,7.7,-2.5
'0:09.042',-18.7,-6.1,8.4,-2.6
'0:09.043',-18.8,-6.2,8.9,-2.7
'0:09.044',-18.9,-6.3,9.1,-2.7
'0:09.045',-19,-6.4,8.9,-2.6
'0:09.046',-19.1,-6.8,8.6,-2.5
'0:09.047',-19.1,-7.2,8.5,-2.4
'0:09.048',-19,-7.7,8.8,-2.3
'0:09.049',-18.9,-8,9,-2.3
'0:09.050',-18.8,-8.3,8.9,-2.2
'0:09.051',-18.6,-8.6,8,-2.2
'0:09.052',-18.5,-9,6.7,-2.1
'0:09.053',-18.3,-9.3,5.4,-2.1
'0:09.054',-18.1,-9.5,4.6,-2
'0:09.055',-17.8,-9.7,4.3,-2
'0:09.056',-17.5,-9.9,4.2,-2
'0:09.057',-17.2,-10,4,-2
'0:09.058',-16.9,-10.2,3.7,-2
'0:09.059',-16.6,-10.4,3.5,-2.1
'0:09.060',-16.4,-10.5,3.4,-2
'0:09.061',-16.1,-10.6,3.5,-2
'0:09.062',-15.8,-10.6,3.7,-1.8
'0:09.063',-15.4,-10.5,3.9,-1.8
'0:09.064',-15,-10.5,3.9,-1.8
'0:09.065',-14.6,-10.6,4,-1.8
'0:09.066',-14.2,-10.7,4.2,-2
'0:09.067',-13.8,-10.7,4.3,-2
'0:09.068',-13.4,-10.6,4.4,-2
'0:09.069',-13,-10.4,4.3,-1.9
'0:09.070',-12.6,-10.2,4.2,-1.8
'0:09.071',-12.2,-9.8,4.1,-1.6
'0:09.072',-11.7,-9.4,4,-1.6
'0:09.073',-11.3,-8.8,3.9,-1.5
'0:09.074',-10.9,-8.2,3.8,-1.5
'0:09.075',-10.5,-7.5,3.6,-1.4
'0:09.076',-10.2,-6.8,3.4,-1.3
'0:09.077',-9.8,-6.1,3.3,-1.2
'0:09.078',-9.4,-5.5,3.3,-1.1
'0:09.079',-9,-5,3.4,-1.1
'0:09.080',-8.6,-4.6,3.6,-1.1
'0:09.081',-8.3,-4.3,3.7,-1.2
'0:09.082',-7.9,-4.3,3.8,-1.3
'0:09.083',-7.7,-4.4,3.8,-1.4
'0:09.084',-7.3,-4.5,3.9,-1.5
'0:09.085',-7,-4.4,4,-1.6
'0:09.086',-6.6,-4.2,4,-1.6
'0:09.087',-6.2,-4,3.8,-1.6
'0:09.088',-5.9,-3.9,3.5,-1.6
'0:09.089',-5.6,-3.9,3.1,-1.5
'0:09.090',-5.4,-4,2.7,-1.4
'0:09.091',-5.2,-4.4,2.3,-1.4
'0:09.092',-5,-4.8,1.9,-1.3
'0:09.093',-4.9,-5.1,1.5,-1.2
'0:09.094',-4.8,-5.3,1,-1
'0:09.095',-4.7,-5.3,0.5,-0.8
'0:09.096',-4.4,-5.2,0.1,-0.5
'0:09.097',-3.9,-4.9,-0.3,-0.3
'0:09.098',-3.2,-4.4,-0.6,-0.2
'0:09.099',-2.3,-3.8,-0.8,-0.3
'0:09.100',-1.2,-3,-1.1,-0.5
'0:09.101',0.1,-2.2,-1.3,-0.8
'0:09.102',1.5,-1.4,-1.5,-1.3
'0:09.103',3,-0.5,-1.6,-2
'0:09.104',4.6,0.3,-1.6,-2.9
'0:09.105',6.1,1,-1.5,-4
'0:09.106',7.5,1.7,-1.4,-5.1
'0:09.107',8.7,2.4,-1.2,-6.4
'0:09.108',9.5,3.1,-0.9,-7.5
'0:09.109',10,3.8,-0.7,-8.5
'0:09.110',10.4,4.3,-0.5,-9.1
'0:09.111',10.8,4.9,-0.7,-9.3
'0:09.112',11,5.4,-1,-9
'0:09.113',11,5.8,-1.5,-8.3
'0:09.114',10.6,6,-2,-7.3
'0:09.115',9.7,6.1,-2.3,-6.1
